"record_id","name","ensembl","biomarker_type","biomarker_direction","biomaker_name"
"BiomarkerKG-1112150392","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1112150392","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1112150392","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1112150392","PTEN","ENSG00000171862","Mutation","Positive","PTEN Mutation Positive"
"BiomarkerKG-1112150392","PIK3CB","ENSG00000051382","Mutation","Positive","PIK3CB Mutation Positive"
"BiomarkerKG1099594919","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1099594919","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1099594919","PTEN","ENSG00000171862","Mutation","Positive","PTEN Mutation Positive"
"BiomarkerKG1099594919","PIK3CB","ENSG00000051382","Mutation","Positive","PIK3CB Mutation Positive"
"BiomarkerKG460609210","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG-22334710","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-22334710","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-22334710","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1145588410","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1145588410","BRCA1","ENSG00000012048","Mutation","Positive","BRCA1 Mutation Positive"
"BiomarkerKG1145588410","BRCA2","ENSG00000139618","Mutation","Positive","BRCA2 Mutation Positive"
"BiomarkerKG-1400644542","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1400644542","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1400644542","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG527534200","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG527534200","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG527534200","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG527534200","CYP2D6*10T/T","NA","Polymorphism","Positive","CYP2D6*10T/T Polymorphism Positive"
"BiomarkerKG-1317290656","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1317290656","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1317290656","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1317290656","BRCA1","ENSG00000012048","Mutation","Negative","BRCA1 Mutation Negative"
"BiomarkerKG-1317290656","BRCA2","ENSG00000139618","Mutation","Negative","BRCA2 Mutation Negative"
"BiomarkerKG-1034053422","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1034053422","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1034053422","Ki67","ENSG00000148773","Protein Expression","Positive","Ki67 Protein Expression Positive"
"BiomarkerKG648245449","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG648245449","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG648245449","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-734281255","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-734281255","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-734281255","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-734281255","HRR","ENSG00000012504","Mutation","Positive/Negative","HRR Mutation Positive/Negative"
"BiomarkerKG-758780813","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-758780813","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG-758780813","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG15122049","ERBB2","ENSG00000141736","Protein Expression/ Protein Expression & Amplification","Positive","ERBB2 Protein Expression/ Protein Expression & Amplification Positive"
"BiomarkerKG15122049","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG15122049","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG1897197679","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1897197679","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1897197679","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-648527053","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-648527053","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-648527053","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-648527053","PDL1","ENSG00000120217","Protein Expression","Positive/Negative","PDL1 Protein Expression Positive/Negative"
"BiomarkerKG-648527053","CD73","ENSG00000135318","Protein Expression","Positive/Negative","CD73 Protein Expression Positive/Negative"
"BiomarkerKG-968301040","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG-1033722847","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1033722847","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1033722847","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-1033722847","PIK3CA","ENSG00000121879","Mutation","Positive","PIK3CA Mutation Positive"
"BiomarkerKG1696516416","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1696516416","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1837581867","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1837581867","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1837581867","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG672204679","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG672204679","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG672204679","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG672204679","BRCA1","ENSG00000012048","Mutation","Negative","BRCA1 Mutation Negative"
"BiomarkerKG672204679","BRCA2","ENSG00000139618","Mutation","Negative","BRCA2 Mutation Negative"
"BiomarkerKG-878912921","ERBB2","ENSG00000141736","Protein Expression/ Protein Expression & Amplification","Negative","ERBB2 Protein Expression/ Protein Expression & Amplification Negative"
"BiomarkerKG-878912921","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-878912921","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-745363586","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-745363586","ESR1","ENSG00000091831","Protein Expression","Positive/Negative","ESR1 Protein Expression Positive/Negative"
"BiomarkerKG-745363586","PGR","ENSG00000082175","Protein Expression","Positive/Negative","PGR Protein Expression Positive/Negative"
"BiomarkerKG1645197135","ERBB2","ENSG00000141736","Protein Expression/ Protein Expression & Amplification","Negative","ERBB2 Protein Expression/ Protein Expression & Amplification Negative"
"BiomarkerKG1645197135","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1645197135","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1525570353","ERBB2","ENSG00000141736","Protein Expression/ Protein Expression & Amplification","Negative","ERBB2 Protein Expression/ Protein Expression & Amplification Negative"
"BiomarkerKG1525570353","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1525570353","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1525570353","AR","ENSG00000169083","Protein Expression","Positive","AR Protein Expression Positive"
"BiomarkerKG1930284753","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1930284753","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1930284753","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1732609082","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1530143198","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG1122870749","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1122870749","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1122870749","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1654291266","BRCA1","ENSG00000012048","Mutation","Positive","BRCA1 Mutation Positive"
"BiomarkerKG-1654291266","BRCA2","ENSG00000139618","Mutation","Positive","BRCA2 Mutation Positive"
"BiomarkerKG-1654291266","ERBB2","ENSG00000141736","Protein Expression/Protein Expression&Amplification","Negative/Positive","ERBB2 Protein Expression/Protein Expression&Amplification Negative/Positive"
"BiomarkerKG-1654291266","ESR1","ENSG00000091831","Protein Expression","Negative/Positive","ESR1 Protein Expression Negative/Positive"
"BiomarkerKG-1654291266","PGR","ENSG00000082175","Protein Expression","Negative/Positive","PGR Protein Expression Negative/Positive"
"BiomarkerKG1527489561","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1527489561","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1527489561","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1527489561","PDL1","ENSG00000120217","Protein Expression","Negative/Positive","PDL1 Protein Expression Negative/Positive"
"BiomarkerKG1555694068","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1555694068","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1555694068","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG50763736","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG50763736","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG50763736","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG2044705796","ERBB2","ENSG00000141736","Protein Expression&Amplification/Protein Expression","Positive","ERBB2 Protein Expression&Amplification/Protein Expression Positive"
"BiomarkerKG2044705796","PDL1","ENSG00000120217","Protein Expression","Negative/Positive","PDL1 Protein Expression Negative/Positive"
"BiomarkerKG-353640244","ERBB2","ENSG00000141736","Protein Expression&Amplification/Protein Expression","Positive","ERBB2 Protein Expression&Amplification/Protein Expression Positive"
"BiomarkerKG-353640244","ESR1","ENSG00000091831","Protein Expression","Negative/Positive","ESR1 Protein Expression Negative/Positive"
"BiomarkerKG-353640244","PGR","ENSG00000082175","Protein Expression","Negative/Positive","PGR Protein Expression Negative/Positive"
"BiomarkerKG-277316985","BRCA1","ENSG00000012048","Mutation","Positive","BRCA1 Mutation Positive"
"BiomarkerKG-277316985","BRCA2","ENSG00000139618","Mutation","Positive","BRCA2 Mutation Positive"
"BiomarkerKG-277316985","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1544168292","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1544168292","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1544168292","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1544168292","PIK3CA","ENSG00000121879","Mutation","Positive","PIK3CA Mutation Positive"
"BiomarkerKG741800905","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG452080839","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG452080839","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-520724971","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-520724971","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-520724971","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-611550358","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG-611550358","PIK3CA","ENSG00000121879","Mutation","Positive","PIK3CA Mutation Positive"
"BiomarkerKG-302172326","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-302172326","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-302172326","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1397632385","ERBB2","ENSG00000141736","Protein Expression&Amplification/Protein Expression","Positive","ERBB2 Protein Expression&Amplification/Protein Expression Positive"
"BiomarkerKG578304627","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG578304627","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG578304627","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1883166143","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1883166143","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG78631894","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG78631894","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG78631894","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1999485518","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1999485518","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1999485518","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1533557113","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1533557113","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1533557113","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG1533557113","PTEN","ENSG00000171862","Mutation","Negative","PTEN Mutation Negative"
"BiomarkerKG-1014281306","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1014281306","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1014281306","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1804392303","ERBB2","ENSG00000141736","Protein Expression&Amplification","Positive","ERBB2 Protein Expression&Amplification Positive"
"BiomarkerKG-1152658355","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1152658355","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1152658355","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG2018741628","ER","ENSG00000091831","Protein Expression","Positive","ER Protein Expression Positive"
"BiomarkerKG1770688245","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-261616970","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-261616970","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG78021213","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG78021213","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-2102292157","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-2102292157","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-2102292157","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG2087114103","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG2087114103","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG2087114103","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG2087114103","PDL1","ENSG00000120217","Protein Expression","Positive","PDL1 Protein Expression Positive"
"BiomarkerKG770386293","ERBB2","ENSG00000141736","Protein Expression&Amplification/Protein Expression","Negative/Positive","ERBB2 Protein Expression&Amplification/Protein Expression Negative/Positive"
"BiomarkerKG770386293","ESR1","ENSG00000091831","Protein Expression","Negative/Positive","ESR1 Protein Expression Negative/Positive"
"BiomarkerKG770386293","PGR","ENSG00000082175","Protein Expression","Negative/Positive","PGR Protein Expression Negative/Positive"
"BiomarkerKG770386293","BRCA1","ENSG00000012048","Mutation","Negative/Positive","BRCA1 Mutation Negative/Positive"
"BiomarkerKG770386293","BRCA2","ENSG00000139618","Mutation","Negative/Positive","BRCA2 Mutation Negative/Positive"
"BiomarkerKG-911117187","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-911117187","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-911117187","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-1466444488","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG-1466444488","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1157328044","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1157328044","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG1157328044","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG57336544","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG57336544","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG57336544","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-911904952","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-486228165","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-486228165","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1882191710","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1882191710","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1882191710","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG905266135","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG905266135","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG905266135","PGR","ENSG00000082175","Protein Expression","Negative/Positive","PGR Protein Expression Negative/Positive"
"BiomarkerKG905266135","PDL1","ENSG00000120217","Protein Expression","Negative/Positive","PDL1 Protein Expression Negative/Positive"
"BiomarkerKG285097888","BRCA1","ENSG00000012048","Mutation","Positive","BRCA1 Mutation Positive"
"BiomarkerKG285097888","BRCA2","ENSG00000139618","Mutation","Positive","BRCA2 Mutation Positive"
"BiomarkerKG1905739885","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1905739885","ESR1","ENSG00000091831","Protein Expression","Negative/Positive","ESR1 Protein Expression Negative/Positive"
"BiomarkerKG1905739885","PGR","ENSG00000082175","Protein Expression","Negative/Positive","PGR Protein Expression Negative/Positive"
"BiomarkerKG1020150163","ERBB2","ENSG00000141736","Protein Expression&Amplification/Protein Expression","Positive","ERBB2 Protein Expression&Amplification/Protein Expression Positive"
"BiomarkerKG1020150163","ESR1","ENSG00000091831","Protein Expression","Negative/Positive","ESR1 Protein Expression Negative/Positive"
"BiomarkerKG1020150163","PGR","ENSG00000082175","Protein Expression","Negative/Positive","PGR Protein Expression Negative/Positive"
"BiomarkerKG1026444782","ER","ENSG00000091831","Protein Expression","Positive","ER Protein Expression Positive"
"BiomarkerKG-841715035","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-841715035","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-841715035","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-1810376634","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1810376634","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1810376634","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG887966276","ERBB2","ENSG00000141736","Protein Expression&Amplification/Protein Expression","Positive","ERBB2 Protein Expression&Amplification/Protein Expression Positive"
"BiomarkerKG887966276","ESR1","ENSG00000091831","Protein Expression","Negative/Positive","ESR1 Protein Expression Negative/Positive"
"BiomarkerKG887966276","PGR","ENSG00000082175","Protein Expression","Negative/Positive","PGR Protein Expression Negative/Positive"
"BiomarkerKG-1856275316","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1856275316","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-1856275316","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG-816911841","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-816911841","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-816911841","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG2090505559","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG2090505559","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG2090505559","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG835667669","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG835667669","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG835667669","PGR","ENSG00000082175","Protein Expression","Positive","PGR Protein Expression Positive"
"BiomarkerKG860769988","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG860769988","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG860769988","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-665369307","ESR1","ENSG00000091831","Protein Expression","Positive","ESR1 Protein Expression Positive"
"BiomarkerKG-67572255","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-67572255","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-67572255","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1110856994","ERBB2","ENSG00000141736","Protein Expression","Positive","ERBB2 Protein Expression Positive"
"BiomarkerKG-1110856994","ESR1","ENSG00000091831","Protein Expression","Negative/Positive","ESR1 Protein Expression Negative/Positive"
"BiomarkerKG-1110856994","PGR","ENSG00000082175","Protein Expression","Negative/Positive","PGR Protein Expression Negative/Positive"
"BiomarkerKG-1357256656","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG-1357256656","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG-1357256656","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-1357256656","PDL1","ENSG00000120217","Protein Expression","Negative/Positive","PDL1 Protein Expression Negative/Positive"
"BiomarkerKG967538948","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG967538948","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG967538948","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG-323996395","ERBB2","ENSG00000141736","Protein Expression&Amplification/Protein Expression","Positive","ERBB2 Protein Expression&Amplification/Protein Expression Positive"
"BiomarkerKG-323996395","ESR1","ENSG00000091831","Protein Expression","Negative/Positive","ESR1 Protein Expression Negative/Positive"
"BiomarkerKG-323996395","PGR","ENSG00000082175","Protein Expression","Negative/Positive","PGR Protein Expression Negative/Positive"
"BiomarkerKG1482317837","ERBB2","ENSG00000141736","Protein Expression","Negative","ERBB2 Protein Expression Negative"
"BiomarkerKG1482317837","ESR1","ENSG00000091831","Protein Expression","Negative","ESR1 Protein Expression Negative"
"BiomarkerKG1482317837","PGR","ENSG00000082175","Protein Expression","Negative","PGR Protein Expression Negative"
"BiomarkerKG1482317837","PDL1","ENSG00000120217","Protein Expression","Negative/Positive","PDL1 Protein Expression Negative/Positive"
"BiomarkerKG-2071500889","ERBB2","ENSG00000141736","Protein Expression&Amplification/Protein Expression","Positive","ERBB2 Protein Expression&Amplification/Protein Expression Positive"
"BiomarkerKG-2071500889","ESR1","ENSG00000091831","Protein Expression","Negative/Positive","ESR1 Protein Expression Negative/Positive"
